section,number,title,crn,cap,enrl,avail,instructor_last,instructor_first,dates,restrictions,prerequisites,delivery,days,start,end,building,room,credits,fee,fee_type
ENVS,691,Field Project,24059,5,0,5,Rossiter,David,04/02-06/14,OV,"Completion of 15 credits at the 500-level and approval of the student's committee in a Master's program in the Department of Environmental Studies. Permission of instructor. Eurasian Studies Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs CLOSED	EUS 210	Nomads of Eurasia	21413	26	27	-1	Vajda, Edward J.	04/02-06/14 Self-Sustaining tuition is $298 per credit which is not in addition to 10-18 cr tuition costs. Fairhaven Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs",,,,,,,,,
FAIR,101A,Intro Interdisciplinary Study,21732,30,19,11,Di Nitto,Kate,04/02-06/14,FA OV,admission to Fairhaven College,Face-to-Face,F,930.0,1050.0,F,A,3,,00B 	1	$3.00 Flat Fee
FAIR,201A,Critical & Reflective Inquiry,22262,15,11,4,Tag,Stan,04/02-06/14,FA OV,Admission to Fairhaven College Theme: Writing in Place,Face-to-Face,TR,930.0,1150.0,F,A,3,,38 	5	$7.00 Flat Fee
FAIR,201A,Critical & Reflective Inquiry,22263,15,11,4,Lara,JR,04/02-06/14,FA OV,Admission to Fairhaven College Theme: Origin Stories - Writing as Storytelling,Face-to-Face,MW,1500.0,1720.0,F,A,3,,38 	5	$7.00 Flat Fee
FAIR,202A,Core: Humanities/Express Arts,22264,18,13,5,Snyderman,Robert S.,04/02-06/14,FA OV,Theme: Installing Memory,Face-to-Face,MW,1200.0,1420.0,F,A,3,,00B 	5	$14.30 Flat Fee
FAIR,203A,Social Relationshp/Responsibil,22265,18,13,5,Miyake,Mark Yoshisuke,04/02-06/14,FA OV,Admission to Fairhaven College Theme: Whiteness Studies New Time,Face-to-Face,MW,1500.0,1720.0,F,A,3,,40 	5	$7.00 Flat Fee
FAIR,203A,Social Relationshp/Responsibil,22266,18,10,8,Calderon,Dolores,04/02-06/14,FA OV,Admission to Fairhaven College Theme: Theory and Critiques,Face-to-Face,MW,1200.0,1420.0,F,A,3,,14 	5	$7.00 Flat Fee
FAIR,203A,Social Relationshp/Responsibil,23006,18,15,3,Delucio,Kevin,04/02-06/14,FA OV,Admission to Fairhaven College Theme: Intersectionality,Face-to-Face,TR,900.0,1120.0,F,A,3,,00B 	5	$7.00 Flat Fee
FAIR,206A,Core:Science/Our Plc on Planet,22267,18,18,0,Schwandt,Hilary Megan,04/02-06/14,OV,"Theme: Population, Health, and the Environment",Face-to-Face,MW,1500.0,1720.0,F,A,3,,14 	5	$16.43 Flat Fee
FAIR,227J,Walking,23796,16,16,0,Tag,Stan,04/02-06/14,OV,,Face-to-Face,R,1500.0,1750.0,FA,338,3,,38 	4	$16.14 Flat Fee
FAIR,235C,Experiential Farm Skills: Spr,22738,18,18,0,Kempton,Terri Lynne,04/02-06/14,OV,,Face-to-Face,W,1300.0,1450.0,OS,X,1,,01 	2
FAIR,245,Theory/Structure in Pop Music,22261,18,18,0,Sehman,Steven S.,04/02-06/14,OV,,Face-to-Face,MW,1200.0,1350.0,F,A,3,,07 	4	$30.00 Flat Fee
FAIR,246,Mariachi Music/Perform&Culture,23634,18,14,4,Miyake,Mark Yoshisuke,04/02-06/14,OV,,Face-to-Face,MW,1800.0,1920.0,F,A,3,,00A 	3	$60.00 Flat Fee
FAIR,255Y,Folk Music Experience,21734,30,30,0,Bower,John,04/02-06/14,OV,,Face-to-Face,TR,2400.0,2450.0,F,A,3,,00A 	2	$8.18 Flat Fee
FAIR,270H,Intro to Audio Recording,22274,18,18,0,Anisman,Ezra,04/02-06/14,OV,,Face-to-Face,TR,1500.0,1650.0,FA,314,1,,08 	4	$99.00 Flat Fee
FAIR,297A,Neuroqueering,23935,12,12,0,Tag,Stan,04/02-06/14,OV,,Face-to-Face,MW,1000.0,1150.0,F,A,3,,26 	4
FAIR,297B,Herbalism as Community Care,23928,12,12,0,Tuxill,John Douglas,04/02-06/14,OV,,Face-to-Face,W,1000.0,1150.0,OS X,101,1,,01 	3
FAIR,297C,Holistic Wellbeing,23929,12,11,1,Schwandt,Hilary Megan,04/02-06/14,OV,,Face-to-Face,TR,1000.0,1150.0,F,A,3,,00A 	4
FAIR,301A,Writing & Transition Conferenc,22737,50,41,9,Schwandt,Hilary Megan,04/02-06/14,FA OV,FAIR 101A and FAIR 201A.,Face-to-Face,F,2300.0,2420.0,F,A,3,,00B 	3
FAIR,303A,Core:Intrdisc Cncntrtn Sem,22268,35,20,15,Akinrinade,Babafemi A.,04/02-06/14,FA OV,"FAIR 101A, FAIR 201A, FAIR 203A and FAIR 301A. Required of students in the Interdisciplinary Concentration.",Face-to-Face,MW,1500.0,1720.0,F,A,3,,00A 	5	$7.20 Flat Fee
FAIR,303A,Core:Intrdisc Cncntrtn Sem,23927,18,18,0,Takagi,Midori,04/02-06/14,FA OV,"FAIR 101A, FAIR 201A, FAIR 203A and FAIR 301A. Required of students in the Interdisciplinary Concentration.",Face-to-Face,TR,1200.0,1420.0,F,A,3,,14 	5	$7.20 Flat Fee
FAIR,311B,The United States Legal System,22269,18,15,3,Johnson,Claudia Colindres,04/02-06/14,OV,FAIR 203A or Social Science GUR or permission of instructor. Claudia Johnson will be the instructor. Contact Ceci Lopez with questions about the course.,Face-to-Face SSC,TR,1550.0,1810.0,F,A,3,,00B 	5	$11.00 Flat Fee
FAIR,319E,Music Journalism,23930,18,18,0,Simon,Richard,04/02-06/14,OV,FAIR 201A and FAIR 203A,Face-to-Face,TR,930.0,1150.0,F,A,3,,18 	5
FAIR,330E,Ethnobotany,22740,18,16,2,Tuxill,John Douglas,04/02-06/14,OV,FAIR 206A or equivalent.,Face-to-Face,MW,1200.0,1420.0,F,A,3,,18 	5	$10.00 Flat Fee
FAIR,334P,Field Botanical Inventory,22506,18,18,0,Tuxill,John Douglas,04/02-06/14,OV,FAIR 206A.,Face-to-Face,W,1500.0,1620.0,FA,318,3,,18 	5	$23.33 Flat Fee
FAIR,336B,Outback Farm & Food Just.,22507,18,17,1,Pierce,Clayton Todd,04/02-06/14,OV,FAIR 203A or equivalent,Face-to-Face,TR,1200.0,1420.0,F,A,3,,40 	5	$10.00 Flat Fee
FAIR,336B,Radical Feminist Imaginations,23050,18,19,-1,Spira,Tamara Lea,04/02-06/14,OV,FAIR 203A or equivalent,Face-to-Face,MW,1200.0,1420.0,F,A,3,,40 	5	$10.00 Flat Fee
FAIR,336B,Science Fiction Films,23644,18,17,1,Takagi,Midori,04/02-06/14,OV,FAIR 203A or equivalent,Face-to-Face,TR,930.0,1150.0,F,A,3,,14 	5	$10.00 Flat Fee
FAIR,336B,Adv. Critical Race Feminisms,23914,15,12,3,Spira,Tamara Lea,04/02-06/14,OV,FAIR 203A or equivalent,Face-to-Face,MW,1500.0,1650.0,A,W,4,,05 	4	$10.00 Flat Fee
FAIR,336B,Borders & Boundaries,23926,18,8,10,Gutierrez Najera,Lourdes,04/02-06/14,OV,FAIR 203A or equivalent,Face-to-Face,MW,1000.0,1150.0,F,A,3,,07 	4	$10.00 Flat Fee
FAIR,336N,Wild Foods,23251,18,18,0,Hahn,Jennifer Lisa,04/02-06/14,OV,FAIR 206a or equivalent,Face-to-Face,F,1300.0,1650.0,FA,318,3,,18 	5	$45.00 Flat Fee
FAIR,336V,Art & Self-Portraiture,22270,16,15,1,Feodorov,John Vincent,04/02-06/14,OV,FAIR 202a or equivalent,Face-to-Face,MW,1200.0,1420.0,F,A,3,,10 	5	$17.17 Flat Fee
FAIR,340U,Psych Approaches to Gender,23651,18,16,2,Delucio,Kevin,04/02-06/14,OV,FAIR 203A or equivalent.,Face-to-Face,TR,1500.0,1650.0,F,A,3,,40 	4
FAIR,343U,Embodied Cogni. & Breath Map,23911,18,13,5,McNeill,Madeline,04/02-06/14,OV,FAIR 201A,Face-to-Face,T,1600.0,1920.0,F,A,3,,00A 	4	$15.47 Flat Fee
FAIR,370I,Introduction to Pro Tools,22275,18,11,7,Anisman,Ezra,04/02-06/14,OV,FAIR 270H.,Face-to-Face,TR,1000.0,1150.0,M,H,0,,31 	4	$99.00 Flat Fee
FAIR,370J,Studio Recording,22276,12,12,0,Wallace,Erik Takuichi,04/02-06/14,OV,FAIR 370I or FAIR 370P,Face-to-Face,MW,1000.0,1150.0,F,C,1,,01F 	4	$165.00 Flat Fee
FAIR,370K,Advanced Studio Recording,22277,12,12,0,Wallace,Erik Takuichi,04/02-06/14,OV,Instructor permission.,Face-to-Face,TR,1000.0,1150.0,F,C,1,,01F 	4	$165.00 Flat Fee
FAIR,377,Music in Film,23659,18,18,0,Sehman,Steven S.,04/02-06/14,OV,FAIR 201A or instructor permission.,Face-to-Face,TR,930.0,1150.0,F,A,3,,07 	5	$50.00 Flat Fee
FAIR,393B,"Rights,Liberties,Justice in US",23189,18,12,6,Johnson,Claudia Colindres,04/02-06/14,OV,Upper-division courses in social science or history highly recommended. Claudia Johnson will be the instructor. Contact Ceci Lopez with questions about the course.,Face-to-Face,TR,1300.0,1520.0,F,A,3,,00B 	5	$7.74 Flat Fee
FAIR,397X,Open Studio Practicum,23909,18,16,2,Snyderman,Robert S.,04/02-06/14,OV,FAIR 202A or instructor permission,Face-to-Face,F,1230.0,1520.0,F,A,3,,10 	3
FAIR,403A,Advanced Seminar,22271,18,21,-3,Akinrinade,Babafemi A.,04/02-06/14,FA OV,"Required by all Fairhaven students. Senior status. For override, students must have applied to graduate. Please email herolde@wwu.edu for more information",Face-to-Face WP3,MW,1200.0,1350.0,F,A,3,,00A 	4	$4.00 Flat Fee
FAIR,403A,Advanced Seminar,22272,18,20,-2,Friedland,Yanara,04/02-06/14,FA OV,"Required by all Fairhaven students. Senior status. For override, students must have applied to graduate Please email herolde@wwu.edu for more information",Face-to-Face WP3,TR,930.0,1120.0,F,A,3,,40 	4	$4.00 Flat Fee
FAIR,403A,Advanced Seminar,22273,18,22,-4,Bower,John,04/02-06/14,FA OV,"Required by all Fairhaven students. Senior status. For override, students must have applied to graduate Please email herolde@wwu.edu for more information",Face-to-Face WP3,MW,1500.0,1650.0,F,A,3,,07 	4	$4.00 Flat Fee
FAIR,403A,Advanced Seminar,23193,18,18,0,Simon,Richard,04/02-06/14,FA OV,"Required by all Fairhaven students. Senior status. For override, students must have applied to graduate Please email herolde@wwu.edu for more information",Face-to-Face WP3,TR,1300.0,1450.0,F,A,3,,00A 	4	$4.00 Flat Fee
FAIR,412E,Advanced Topics in Law,23186,18,17,1,Lopez,Ceci,04/02-06/14,OV,FAIR 311B or PLSC 311 or permission of instructor. Topic: Poverty Law,Face-to-Face,MF,900.0,1120.0,F,A,3,,14 	5	$34.00 Flat Fee
FAIR,414D,Topic Social Justice Education,23360,18,13,5,Pierce,Clayton Todd,04/02-06/14,OV,AMST 301 or FAIR 366E; FAIR 314E; and EDUC 411.,Face-to-Face,TR,1500.0,1650.0,F,A,3,,07 	4
FAIR,421H,Writing Practicum,23055,18,8,10,Friedland,Yanara,04/02-06/14,OV,300-level course work in literature,Face-to-Face,TR,1230.0,1450.0,F,A,3,,07 	5	$16.14 Flat Fee
FAIR,434P,Field Ornithology,23331,18,25,-7,Bower,John,04/02-06/14,OV,"FAIR 206A, or equivalent, or instructor permission.",Face-to-Face,F,2000.0,2450.0,FA,340,3,,00A 	6	$13.88 Flat Fee
FAIR,436N,Agroecology/PermacultureDesign,23906,18,12,6,Kempton,Terri Lynne,04/02-06/14,MJ JR SR OV,Majors Only. Permission of instructor. Majors Only. Permission of instructor. French Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,Face-to-Face,R,1400.0,1550.0,PH,109,1,,09 	4
FREN,103,Elementary French,20693,30,20,10,Predko,Andrea Shawn,04/02-06/14,OV,FREN 102,Face-to-Face,MWF,1000.0,1120.0,M,H,1,,54 	5	$5.00 Flat Fee
FREN,103,Elementary French,22014,30,11,19,Predko,Andrea Shawn,04/02-06/14,OV,FREN 102,Face-to-Face,MWF,1300.0,1420.0,M,H,0,,56 	5	$5.00 Flat Fee
FREN,104,Review of Elementary French,21519,30,27,3,Smith,Lindsey Leigh,04/02-06/14,OV,FREN 103 or two years HS French or equivalent,Face-to-Face,MWF,2330.0,2450.0,M,H,1,,05 	5
FREN,203,Intermediate French,20460,25,17,8,Radoiu,Anthony Nicolas,04/02-06/14,OV,FREN 202 or equivalent,Face-to-Face HUM,MWF,1000.0,1120.0,H,U,1,,08 	5	$5.00 Flat Fee
FREN,203,Intermediate French,20759,25,10,15,Radoiu,Anthony Nicolas,04/02-06/14,OV,FREN 202 or equivalent,Face-to-Face HUM,MWF,2330.0,2450.0,M,H,2,,31 	5	$5.00 Flat Fee
FREN,385,Culture and Conversation,23782,20,21,-1,Keppie,Christina L.,04/02-06/14,OV,FREN 301 or instructor permission.,Face-to-Face,TR,1300.0,1510.0,M,H,1,,23 	5	$5.00 Flat Fee
FREN,397F,Lit. du monde francophone,23940,25,19,6,Smith,Lindsey Leigh,04/02-06/14,OV,FREN 301; FREN 331 recommended New Section,Face-to-Face,MWF,1430.0,1550.0,M,H,1,,15 	5
FREN,425,Teach-Learn Elementary French,20462,5,3,2,Smith,Lindsey Leigh,04/02-06/14,OV,Written permission and two upper-division French courses. Geology Class GUR/Course Attributes	Title Time	Crn Location	Cap	Enrl	Avail	Instructor Credits	Dates Addl Chrgs,,,,,,,,,
GEOL,101,Introduction to Geology,20065,25,25,0,Clark,Doug,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,T,800.0,950.0,ES,113,1,,46 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20066,25,25,0,Clark,Doug,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. no labs 1st wk,Face-to-Face LSCI,T,1000.0,1150.0,ES,113,1,,46 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20702,25,25,0,Clark,Doug,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,T,1200.0,1350.0,ES,113,1,,46 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20703,25,25,0,Clark,Doug,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,T,1400.0,1550.0,ES,113,1,,46 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20704,25,25,0,Walowski,Kristina,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,R,800.0,950.0,ES,113,1,,50 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20705,25,24,1,Walowski,Kristina,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,R,1000.0,1150.0,ES,113,1,,50 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20706,25,24,1,Walowski,Kristina,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,R,1200.0,1350.0,ES,113,1,,50 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20707,25,25,0,Walowski,Kristina,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,R,1400.0,1550.0,ES,113,1,,50 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20708,25,24,1,Thomas,Paul Allen,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,W,800.0,950.0,ES,113,1,,01 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20709,25,25,0,Thomas,Paul Allen,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,W,1000.0,1150.0,ES,113,1,,01 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20710,25,25,0,Thomas,Paul Allen,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,W,1200.0,1350.0,ES,113,1,,01 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,20767,25,25,0,Thomas,Paul Allen,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,W,1400.0,1550.0,ES,113,1,,01 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,21630,25,25,0,Garcia Lasanta,Cristina,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,F,800.0,950.0,ES,113,1,,38 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,21631,25,22,3,Garcia Lasanta,Cristina,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,F,1000.0,1150.0,ES,113,1,,38 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,21632,25,18,7,Garcia Lasanta,Cristina,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,F,1200.0,1350.0,ES,113,1,,38 	4	$35.00 Flat Fee
GEOL,101,Introduction to Geology,21633,25,24,1,Garcia Lasanta,Cristina,04/02-06/14,OV,MATH 107 or MATH 112 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,F,1400.0,1550.0,ES,113,1,,38 	4	$35.00 Flat Fee
GEOL,204,Geol and Society: Monsters,22108,25,32,-7,Hansen,Thor A.,04/02-06/14,OV,GEOL 101 or BIOL 101 or CHEM 101 or PHYS 101 or permission of instructor. Self-Sustaining tuition is $298 per credit which is not included in 10-18 credit tuition costs.,,,,,,,,,
GEOL,211,Physical Geology w/lab,20003,25,23,2,Pfeiffer,Allison M.,04/02-06/14,OV,MATH 114 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,TR,800.0,950.0,ES,118,1,,20 	5	$35.00 Flat Fee
GEOL,211,Physical Geology w/lab,20067,25,25,0,Pfeiffer,Allison M.,04/02-06/14,OV,MATH 114 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,TR,1000.0,1150.0,ES,118,1,,20 	5	$35.00 Flat Fee
GEOL,211,Physical Geology w/lab,20068,25,25,0,Pfeiffer,Allison M.,04/02-06/14,OV,MATH 114 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,TR,1200.0,1350.0,ES,118,1,,20 	5	$35.00 Flat Fee
GEOL,211,Physical Geology w/lab,20069,25,25,0,Pfeiffer,Allison M.,04/02-06/14,OV,MATH 114 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face LSCI,TR,1400.0,1550.0,ES,118,1,,20 	5	$35.00 Flat Fee
GEOL,211A,Physical Geology Review,21170,25,15,10,Pfeiffer,Allison M.,04/02-06/14,OV,GEOL 101 or SCED 202 with a grade of B- or better; MATH 114 with concurrency or higher or suitable math assessment score. No labs 1st wk,Face-to-Face,WF,900.0,1050.0,E,S,1,,18 	2	$35.00 Flat Fee
GEOL,212,Historical Geology,20565,20,21,-1,Thomas,Paul Allen,04/02-06/14,OV,GEOL 211 or GEOL 211A or SCED 202; and MATH 114 or higher. Note about prerequisite: Students who have completed SCED 202 must also have Geology 211A for this course.,Face-to-Face LSCI,T,1000.0,1150.0,ES,227,4,,13 	4	$35.00 Flat Fee
GEOL,212,Historical Geology,20566,20,20,-1,Thomas,Paul Allen,04/02-06/14,OV,GEOL 211 or GEOL 211A or SCED 202; and MATH 114 or higher. Note about prerequisite: Students who have completed SCED 202 must also have Geology 211A for this course.,Face-to-Face LSCI,T,1400.0,1550.0,ES,227,4,,13 	4	$35.00 Flat Fee
GEOL,212,Historical Geology,20567,20,20,-1,Thomas,Paul Allen,04/02-06/14,OV,GEOL 211 or GEOL 211A or SCED 202; and MATH 114 or higher. Note about prerequisite: Students who have completed SCED 202 must also have Geology 211A for this course.,Face-to-Face LSCI,R,1000.0,1150.0,ES,227,4,,13 	4	$35.00 Flat Fee
GEOL,213,GIS in Geology,20525,20,20,0,Chan,Jeni,04/02-06/14,OV,"One course from or concurrent: GEOL 101, GEOL 211, GEOL 211A, ENVS 203, HNRS 212 or SCED 202.",Face-to-Face,TR,800.0,920.0,E,S,2,,30 	3	$35.00 Flat Fee
GEOL,213,GIS in Geology,21078,20,20,0,Williams,Henry Owen,04/02-06/14,OV,"One course from or concurrent: GEOL 101, GEOL 211, GEOL 211A, ENVS 203, HNRS 212 or SCED 202.",Face-to-Face,MW,800.0,920.0,E,S,2,,30 	3	$35.00 Flat Fee
GEOL,252,The Earth and Its Weather,22470,25,25,0,Thomas,Paul Allen,04/02-06/14,OV,"Co-requisite: Any upper division geology course that does not currently have writing points; excluding GEOL 401, GEOL 409 and GEOL 410. Instructor permission required.",Face-to-Face LSCI,MW,900.0,1120.0,E,S,2,,13 	4	$35.00 Flat Fee
GEOL,303,Dinosaurs & Their Environment,21411,75,84,-9,Hansen,Thor A.,04/02-06/14,OV,GEOL 101; or GEOL 211; or SCED 202 and GEOL 211A; or BIOL 101; or BIOL 204. Self-Sustaining tuition is $298 per credit which is not included in 10-18 credit tuition costs.,,,,,,,,,
GEOL,311,Earth Materials,20644,25,25,0,Sas,Mai,04/02-06/14,OV,GEOL 211 or GEOL 211A or SCED 202; CHEM 161 or SCED 204 or higher. mandatory field trip(s) with transportation fees,Face-to-Face WP1,TR,900.0,1150.0,E,S,2,,23 	5	$64.00 Flat Fee
GEOL,316,Paleontology,22102,20,20,0,Ponton,Camilo,04/02-06/14,OV,GEOL 212,Face-to-Face,W,1300.0,1620.0,ES,227,2,,27 	4	$73.00 Flat Fee
GEOL,318,Structural Geology w/lab,22103,20,19,1,Betka,Paul,04/02-06/14,OV,GEOL 211 or GEOL 211A; GEOL 212 or GEOL 311; PHYS 114 or higher. 2-3 required field trips on weekends will be scheduled at the beginning of the quarter. New Time,Face-to-Face,MW,1300.0,1550.0,E,S,2,,18 	5	$78.00 Flat Fee
GEOL,340,Geological Oceanography,22370,40,38,2,Roland,Emily Carlson,04/02-06/14,OV,GEOL 101 and GEOL 211A; or GEOL 211 or SCED 202.,Face-to-Face SCI,W,1300.0,1350.0,ES,072,0,,72 	3	$60.00 Flat Fee
GEOL,397H,The Planet Mars,23879,20,22,-2,Rice,Melissa Susanne,04/02-06/14,OV,GEOL 211 or GEOL 211A or HNRS 212 GEOL 400	Directed Independent Study	20242	1	0	1	Staff	04/02-06/14,Face-to-Face,TR,1400.0,1520.0,E,S,2,,23 	3	$50.00 Flat Fee
GEOL,401A,Teaching Practicum,20070,10,3,7,Housen,Bernard A.,04/02-06/14,OV,"GEOL 211 or GEOL 211A, with a minimum grade of B or better, and permission of the chair.",,,,,,,,,
GEOL,401B,Teaching Practicum,20071,5,2,3,Housen,Bernard A.,04/02-06/14,OV,Permission of the chair; student must have received a minimum of a B grade in the course for which they will be a Teaching Fellow.,,,,,,,,,
GEOL,406,Ig and Metamorph Petrology,22104,20,19,1,Walowski,Kristina,04/02-06/14,OV,GEOL 306; CHEM 161; CHEM 162 or higher or equivalent; CHEM 163 or equivalent or higher with concurrency.,Face-to-Face,MWF,1000.0,1150.0,E,S,2,,18 	5	$85.00 Flat Fee
GEOL,409,Field Methods and Theory,21079,20,11,9,Amos,Colin Burks,04/02-06/14,OV,GEOL 212; GEOL 318; GEOL 406; GEOL 415; Co-req GEOL 410. Concurrent or successive enrollment in GEOL 410 required. Field Study Program; Contact Geology Department for info.,,,,,,,,,
GEOL,410,Geologic Mapping,21080,20,11,9,Mulcahy,Sean R.,04/02-06/14,OV,Co-requisite: GEOL 409 Must also be registered for Geology 409.,,,,,,,,,
GEOL,411,Digital Geological Maps,23571,10,16,-6,Amos,Colin Burks,04/02-06/14,OV,GEOL 213 or equivalent; GEOL 410 or concurrent.,Face-to-Face,M,1300.0,1550.0,E,S,2,,30 	3	$80.00 Flat Fee
GEOL,415,Sedimentology and Stratigraphy,21743,20,12,8,Foreman,Brady Zangs,04/02-06/14,OV,GEOL 212; GEOL 310; GEOL 306 or GEOL 311; or instructor permission.,Face-to-Face,R,900.0,1150.0,ES,218,2,,18 	4	$60.00 Flat Fee
GEOL,452,Applied Geophysics,20245,15,5,10,Housen,Bernard A.,04/02-06/14,OV,"GEOL 213; GEOL 352 or equivalent. Mandatory field trip(s) with transportation fees. An additional two hour lab section, schedule to be determined at start of the quarter, will also be required each week.",Face-to-Face WP1,TR,1200.0,1350.0,E,S,2,,23 	5	$72.00 Flat Fee
GEOL,456,Prin of Orogeny Sem,23851,10,1,9,Betka,Paul,04/02-06/14,OV,"GEOL 318, GEOL 352, GEOL 406, GEOL 409, GEOL 410 New prerequisites: Geol 318; Geol 352; Geol 406 or Geol 415 Contact geology@wwu.edu for override",Face-to-Face,TR,1000.0,1150.0,E,S,2,,13 	4	$72.00 Flat Fee
GEOL,470,Landslides and Slope Stability,22904,15,12,3,Mitchell,Robert John,04/02-06/14,OV,GEOL 310; GEOL 314 or GEOL 318,Face-to-Face,F,800.0,920.0,ES,230,2,,23 	3	$60.00 Flat Fee
GEOL,490,Senior Thesis,20417,1,0,1,DeBari,Susan M.,04/02-06/14,OV,senior standing,,,,,,,,,
GEOL,490,Senior Thesis,20418,1,1,0,Foreman,Brady Zangs,04/02-06/14,OV,senior standing,,,,,,,,,
GEOL,490,Senior Thesis,21293,1,1,0,Pfeiffer,Allison M.,04/02-06/14,OV,senior standing,,,,,,,,,
GEOL,490,Senior Thesis,21830,1,1,0,Sas,Mai,04/02-06/14,GR GR PB PM OV,senior standing GEOL 500	Directed Independent Study	20114	1	0	1	Staff	04/02-06/14,,,,,,,,,
GEOL,501,Teaching Practicum,20272,1,0,1,Housen,Bernard A.,04/02-06/14,GR PB PM OV,Graduate status in department or instructor permission.,,,,,,,,,
GEOL,502,Advanced Methods in Geology,22526,4,0,4,Amos,Colin Burks,04/02-06/14,GR PB PM OV,Graduate status in department or instructor permission.,,,,,,,,,
GEOL,502,Advanced Methods in Geology,22527,4,1,3,Boujibar,Asmaa,04/02-06/14,GR PB PM OV,Graduate status in department or instructor permission.,,,,,,,,,
GEOL,502,Advanced Methods in Geology,22528,4,0,4,Caplan-Auerbach,Jackie,04/02-06/14,GR PB PM OV,Graduate status in department or instructor permission.,,,,,,,,,
GEOL,502,Advanced Methods in Geology,22530,4,1,3,Dahl,Robyn Mieko,04/02-06/14,GR PB PM OV,Graduate status in department or instructor permission.,,,,,,,,,
GEOL,502,Advanced Methods in Geology,22531,4,2,2,DeBari,Susan M.,04/02-06/14,GR PB PM OV,Graduate status in department or instructor permission.,,,,,,,,,
GEOL,502,Advanced Methods in Geology,22537,4,2,2,Mulcahy,Sean R.,04/02-06/14,GR PB PM OV,Graduate status in department or instructor permission.,,,,,,,,,
GEOL,502,Advanced Methods in Geology,22541,2,1,1,Roland,Emily Carlson,04/02-06/14,GR PB PM OV,Graduate status in department or instructor permission.,,,,,,,,,
GEOL,502,Advanced Methods in Geology,22543,4,2,2,Saenger,Casey,04/02-06/14,GR PB PM OV,Graduate status in department or instructor permission.,,,,,,,,,
GEOL,502,Advanced Methods in Geology,22546,4,1,3,Walowski,Kristina,04/02-06/14,GR PB PM OV,Graduate status in the department or instructor permission.,,,,,,,,,
